Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Predicted_Sentiment,Keywords/Topics,,,
225,227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,9/10/2021 14:45, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20,40, UK            ,2021,9,10,14,fiery determination burning within fueled vision reaching unparalleled height,Neutral,"new, life, joy, dream, day",,,
226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2/28/2020 18:30, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25,50, USA          ,2020,2,28,18,basking serenity quiet forest whisper nature bring peace soul,Neutral,"new, life, joy, dream, day",,,
227,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,3/10/2023 16:30, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9,18, India         ,2023,3,10,16,indifferent noise world silent observer midst life cacophony,Neutral,"life, new, joy, dream, day",,,
228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,5/2/2021 11:45, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14,28, Australia    ,2021,5,2,11,navigating labyrinth thought confusion constant companion maze idea,Neutral,"new, life, joy, dream, day",,,
229,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,10/18/2019 14:30, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11,22, UK            ,2019,10,18,14,impenetrable numbness shield emotional storm fortress stoic resilience,Neutral,"new, life, joy, dream, day",,,
230,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,1/5/2020 20:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13,26, USA          ,2020,1,5,20,melancholy painting world hue nostalgia canvas bittersweet memory,Neutral,"new, life, joy, dream, day",,,
231,235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,8/10/2018 15:45, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12,25, Canada        ,2018,8,10,15,journey past flipping page old diary nostalgia taking lead,Negative,"new, life, joy, dream, day",,,
232,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,1/15/2022 10:30, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15,30, India         ,2022,1,15,10,ambivalence clouding decision caught crossroad conflicting emotion,Neutral,"new, life, joy, dream, day",,,
233,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,7/20/2021 16:20, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18,36, Australia     ,2021,7,20,16,embracing imperfection finding acceptance mosaic life beautiful chaos,Positive,"life, new, joy, dream, day",,,
234,238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,12/3/2019 13:45, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20,40, USA          ,2019,12,3,13,determination driving force propelling forward path extraordinary achievement,Positive,"new, life, joy, dream, day",,,
235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,4/12/2020 19:30, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25,50, Canada        ,2020,4,12,19,seeking serenity melody raindrop tranquil escape noise everyday life,Negative,"life, new, joy, dream, day",,,
236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,5/8/2022 8:45, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22,45, UK            ,2022,5,8,8,curiosity driving exploration unknown seeker knowledge uncharted territory,Negative,"new, life, joy, dream, day",,,
237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2/22/2023 17:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9,18, India         ,2023,2,22,17,drifting day air nonchalance indifferent triviality life,Neutral,"day, life, new, joy, dream",,,
238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,6/5/2020 12:15, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14,28, Australia    ,2020,6,5,12,lost labyrinth thought confusion casting shadow quest clarity,Neutral,"new, life, joy, dream, day",,,
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,11/30/2021 15:30, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10,20, Canada        ,2021,11,30,15,wrapped cloak emotional numbness shield storm life turbulence,Neutral,"life, new, joy, dream, day",,,
240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2/25/2019 21:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13,26, UK            ,2019,2,25,21,melancholy companion painting canvas life brushstrokes wistful yearning,Neutral,"life, new, joy, dream, day",,,
241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,5/18/2017 14:45, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12,25, USA          ,2017,5,18,14,leafing page old photo album nostalgia weaving tale laughter tear,Positive,"new, life, joy, dream, day",,,
242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,8/5/2022 11:30, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15,30, Canada        ,2022,8,5,11,ambivalence air caught crossroad conflicting emotion decision,Neutral,"new, life, joy, dream, day",,,
243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,6/15/2023 16:20, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18,36, Australia    ,2023,6,15,16,embracing beauty imperfection finding acceptance mosaic life unpredictable art,Negative,"life, new, joy, dream, day",,,
244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,10/10/2021 14:45, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20,40, UK            ,2021,10,10,14,determination ablaze forging path challenge sculpting dream tangible reality,Neutral,"dream, new, life, joy, day",,,
245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,5/12/2020 19:30, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25,50, USA          ,2020,5,12,19,immerse serenity moonlit night quiet whisper nature bring peace soul,Neutral,"new, life, joy, dream, day",,,
246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,12/1/2022 9:15, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22,44, India         ,2022,12,1,9,fueled curiosity venturing uncharted realm fearless explorer mystery world,Neutral,"new, life, joy, dream, day",,,
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,11/30/2021 15:30, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10,20, Canada ,2021,11,30,15,wrapped cloak emotional numbness shield storm life turbulence,Neutral,"life, new, joy, dream, day",,,
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,7/12/2018 17:45, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15,30, USA ,2018,7,12,17,dancing life exuberance carefree spirit embracing joy zest every turn,Positive,"joy, life, new, dream, day",,,
249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,9/5/2020 20:10, SereneBasker , Facebook , #Contentment #GoldenGlow ,18,36, Australia ,2020,9,5,20,basking golden glow contentment serene river flowing landscape heart,Positive,"new, life, joy, dream, day",,,
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,4/18/2022 8:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12,24, India ,2022,4,18,8,gazing towards horizon hopeful eye painting canvas dream illuminated sun optimism,Neutral,"dream, new, life, joy, day",,,
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,12/10/2019 12:20, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25,50, Canada ,2019,12,10,12,standing tall proud oak branch achievement reaching towards sky accomplishment,Positive,"new, life, joy, dream, day",,,
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2/28/2023 9:45, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20,40, USA ,2023,2,28,9,heart overflowing gratitude garden appreciation bloom soil kindness connection,Neutral,"new, life, joy, dream, day",,,
253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,4/3/2018 14:15, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15,30, UK ,2018,4,3,14,extending hand empathetic thread weaving tapestry understanding embracing joy sorrow others,Positive,"joy, new, life, dream, day",,,
254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,6/20/2022 10:30, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18,36, Australia ,2022,6,20,10,compassionate cloud heavy care showering empathy parched ground human suffering,Negative,"new, life, joy, dream, day",,,
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,7/8/2020 18:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22,44, Canada ,2020,7,8,18,playfully dancing rain laughter whimsical spirit twirling puddle joy lightheartedness,Positive,"joy, new, life, dream, day",,,
256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,8/15/2021 11:10, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20,40, India ,2021,8,15,11,soaring wing free spirit unburdened chain conformity painting sky independence,Positive,"new, life, joy, dream, day",,,
257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,10/25/2019 16:50, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15,30, UK ,2019,10,25,16,bathed glow inspiration creative phoenix rising ash ordinary thought explore new realm,Positive,"new, life, joy, dream, day",,,
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,10/5/2023 7:30, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12,24, USA ,2023,10,5,7,navigating sea hope sailing towards sunrise possibility confident ship positive anticipation,Positive,"new, life, joy, dream, day",,,
259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2/15/2022 13:15, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25,50, Australia ,2022,2,15,13,striding confidence footprint selfassuredness imprinted sand challenge conquered victory claimed,Neutral,"new, life, joy, dream, day",,,
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,5/8/2021 22:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13,26, Canada ,2021,5,8,22,lost symphony night moonlit serenade whisper tale wanderlust moonlit dream,Neutral,"dream, new, life, joy, day",,,
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,11/29/2020 14:45, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17,34, USA ,2020,11,29,14,unveiling layer curiosity labyrinth question leading treasure trove undiscovered knowledge,Neutral,"new, life, joy, dream, day",,,
262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,9/14/2019 10:20, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14,28, UK ,2019,9,14,10,embrace autumn breeze leaf ambivalence dancing waltz choice uncertainty,Neutral,"new, life, joy, dream, day",,,
263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,3/12/2022 19:55, StarNavigator , Twitter , #Grateful #GuidingStar ,19,38, Australia ,2022,3,12,19,gratitude guiding star navigating constellation blessing vast universe life precious moment,Positive,"life, new, joy, dream, day",,,
264,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,3/30/2023 16:30, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16,32, India ,2023,3,30,16,zestful heart sprinting field enthusiasm chasing sunbeam laughter meadow joy,Positive,"joy, new, life, dream, day",,,
265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,7/1/2021 12:10, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Positive,"new, life, joy, dream, day",,,
266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8,proudly scaling peak achievement mountaineer conquering challenge planting flag success,Positive,"new, life, joy, dream, day",,,
267,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Neutral,"new, life, joy, dream, day",,,
268,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Neutral,"dream, life, new, joy, day",,,
269,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,12/8/2021 14:30, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14,floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream,Neutral,"dream, new, life, joy, day",,,
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,4/27/2019 9:50, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9,navigating river contentment serene boat cruise tranquil water inner peace acceptance,Neutral,"new, life, joy, dream, day",,,
271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,9/3/2023 21:40, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21,empathy lantern wandering dark alley sorrow illuminating path compassion care,Negative,"new, life, joy, dream, day",,,
272,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,6/10/2020 10:05, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10,free spirit soaring wing dream leaving trail independence azure sky boundless possibility,Positive,"dream, new, life, joy, day",,,
273,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,4/1/2022 18:30, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18,bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart,Positive,"new, life, joy, dream, day",,,
274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,1/15/2021 13:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13,confident stride dance life ballroom selfassuredness lead twirling challenge grace,Positive,"life, new, joy, dream, day",,,
275,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7,hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,Neutral,"new, life, joy, dream, day",,,
276,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,11/18/2019 15:15, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15,playfully juggling responsibility circus performer balancing act work joy tossing laughter air,Positive,"joy, new, life, dream, day",,,
277,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,8/29/2020 20:45, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20,whispering tale inspiration star storyteller crafting constellation thread imagination,Neutral,"new, life, joy, dream, day",,,
278,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11,charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,Neutral,"dream, new, life, joy, day",,,
279,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,7/1/2021 12:10, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Positive,"new, life, joy, dream, day",,,
280,284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8,proudly scaling peak achievement mountaineer conquering challenge planting flag success,Positive,"new, life, joy, dream, day",,,
281,285," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Neutral,"new, life, joy, dream, day",,,
282,286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Neutral,"dream, life, new, joy, day",,,
283,287," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,12/8/2021 14:30, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14,floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream,Neutral,"dream, new, life, joy, day",,,
284,288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,4/27/2019 9:50, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9,navigating river contentment serene boat cruise tranquil water inner peace acceptance,Neutral,"new, life, joy, dream, day",,,
285,289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,9/3/2023 21:40, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21,empathy lantern wandering dark alley sorrow illuminating path compassion care,Negative,"new, life, joy, dream, day",,,
286,290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,6/10/2020 10:05, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10,free spirit soaring wing dream leaving trail independence azure sky boundless possibility,Positive,"dream, new, life, joy, day",,,
287,291," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,4/1/2022 18:30, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18,bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart,Positive,"new, life, joy, dream, day",,,
288,292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,1/15/2021 13:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13,confident stride dance life ballroom selfassuredness lead twirling challenge grace,Positive,"life, new, joy, dream, day",,,
289,293," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7,hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,Neutral,"new, life, joy, dream, day",,,
290,294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,11/18/2019 15:15, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15,playfully juggling responsibility circus performer balancing act work joy tossing laughter air,Positive,"joy, new, life, dream, day",,,
291,295," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,8/29/2020 20:45, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20,whispering tale inspiration star storyteller crafting constellation thread imagination,Neutral,"new, life, joy, dream, day",,,
292,296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11,charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,Neutral,"dream, new, life, joy, day",,,
293,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,7/1/2021 12:10, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Positive,"new, life, joy, dream, day",,,
294,298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8,proudly scaling peak achievement mountaineer conquering challenge planting flag success,Positive,"new, life, joy, dream, day",,,
295,299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, India ,2022,7,17,6,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Neutral,"new, life, joy, dream, day",,,
296,300," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Neutral,"dream, life, new, joy, day",,,
297,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,9/15/2021 16:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8,16, Canada ,2021,9,15,16,drowning abyss despair heart shattered fragment lost echoing silence hopelessness,Neutral,"new, life, joy, dream, day",,,
298,302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,3/8/2019 14:20, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12,24, UK ,2019,3,8,14,bitterness festering like venomous vine entwining soul web resentment poisoning garden peace,Neutral,"new, life, joy, dream, day",,,
299,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,7/20/2017 11:45, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15,30, USA ,2017,7,20,11,wandering desert loneliness step heavy sigh mirage connection shimmering never materializing,Negative,"new, life, joy, dream, day",,,
300,304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,11/2/2020 19:30, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10,20, Australia ,2020,11,2,19,yearning touch thats echo distant warmth haunting heart cold embrace solitude,Negative,"new, life, joy, dream, day",,,
301,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,5/12/2022 2:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18,36, India ,2022,5,12,2,eye wide open night fearful shadow dancing wall mind prisoner imagined horror,Negative,"new, life, joy, dream, day",,,
302,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,4/8/2023 13:15, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14,28, UK ,2023,4,8,13,apprehensive step tightrope uncertainty balancing act fall seems inevitable anxiety constant companion,Neutral,"new, life, joy, dream, day",,,
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,6/25/2021 17:50, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22,44, Canada ,2021,6,25,17,overwhelmed weight world atlas trembling shoulder responsibility boulder landscape exhaustion,Neutral,"new, life, joy, dream, day",,,
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,8/30/2019 10:10, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16,32, USA ,2019,8,30,10,jealousy greeneyed monster lurking shadow casting dark cloud sunshine others success,Positive,"new, life, joy, dream, day",,,
305,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,8/3/2022 15:30, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25,50, Australia ,2022,8,3,15,devastated storm betrayal wreckage trust scattered like debris heart torn wind broken promise,Negative,"new, life, joy, dream, day",,,
306,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,12/17/2020 9:20, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12,24, India ,2020,12,17,9,frustrated finger tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectation,Negative,"new, life, joy, dream, day",,,
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,2/28/2021 22:45, GildedHeartache , Facebook , #Envious #GildedPrize ,20,40, USA ,2021,2,28,22,envious eye fixated gilded prize heartache fueled painful desire possession seem forever reach,Negative,"new, life, joy, dream, day",,,
308,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,5/10/2018 14:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14,28, UK ,2018,5,10,14,dismissive glance fortress built indifference wall impenetrable plea understanding recognition,Neutral,"new, life, joy, dream, day",,,
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,1/7/2022 11:10, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,Negative,"dream, new, life, joy, day",,,
310,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,9/19/2019 3:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3,loneliness silent companion night echo chamber solitude heart solitary nocturne,Neutral,"new, life, joy, dream, day",,,
